substation,tso,lat,lon,address,found
Westerkappeln,AMPRION GMBH,52.3141716,7.8772237,"Westerkappeln, Kreis Steinfurt, Nordrhein-Westfalen, 49492, Deutschland",True
Wiesloch,TRANSNETBW,49.2942599,8.698707,"Wiesloch, VVG der Stadt Wiesloch, Rhein-Neckar-Kreis, Baden-Württemberg, 69168, Deutschland",True
Wilster/W,TENNETGMBH,53.9233519,9.3741366,"Wilster, Kreis Steinburg, Schleswig-Holstein, 25554, Deutschland",True
Witten,AMPRION GMBH,51.4370171,7.335124,"Witten, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, Deutschland",True
Wolkramshausen,50HERTZ,51.423397,10.7388945,"Wolkramshausen, Bleicherode, Landkreis Nordhausen, Thüringen, Deutschland",True
Wolmirstedt,50HERTZ,52.2484924,11.6267388,"Wolmirstedt, Börde, Sachsen-Anhalt, 39326, Deutschland",True
Woringen,AMPRION GMBH,47.923405,10.200843,"Woringen, Bad Grönenbach, Landkreis Unterallgäu, Bayern, 87789, Deutschland",True
Wuergassen,TENNETGMBH,51.6445021,9.4071653,"Würgassen, Beverungen, Kreis Höxter, Nordrhein-Westfalen, Deutschland",True
Wuergau,TENNETGMBH,49.9789954,11.0903786,"Würgau, Scheßlitz, Landkreis Bamberg, Bayern, Deutschland",True
Wuhlheide,50HERTZ,52.4685507,13.5543359,"Wuhlheide, Am Bahnhof Wuhlheide, Köpenick, Treptow-Köpenick, Berlin, 12459, Deutschland",True
Wuhlheide (Abzweig),50HERTZ,,,,False
Wustermark,50HERTZ,52.5462731,12.9404114,"Wustermark, Havelland, Brandenburg, Deutschland",True
Y-Bellendorf,AMPRION GMBH,,,,False
Y-Bidngen,AMPRION GMBH,,,,False
Y-Bixterheide,AMPRION GMBH,51.5000147,7.5128727,"Uhlmann-Bixterheide-Weg, Gartenstadt, Innenstadt Ost, Dortmund, Nordrhein-Westfalen, 44141, Deutschland",True
Y-Bollenacker,AMPRION GMBH,53.3679483,13.0627332,"Bollenacker, Zierke, Neustrelitz, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17235, Deutschland",True
Y-Bruchsal,TRANSNETBW,49.124118,8.5980244,"Bruchsal, VVG der Stadt Bruchsal, Landkreis Karlsruhe, Baden-Württemberg, 76646, Deutschland",True
Y-Bruchsal/Kaendelweg,TRANSNETBW,,,,False
Y-Buehl,TRANSNETBW,48.6945066,8.134423,"Bühl, VVG der Stadt Bühl, Landkreis Rastatt, Baden-Württemberg, 77815, Deutschland",True
Y-Dahlem,AMPRION GMBH,49.9138691,6.593219,"Dahlem, Bitburger Land, Eifelkreis Bitburg-Prüm, Rheinland-Pfalz, Deutschland",True
Y-Dauersberg,AMPRION GMBH,50.7680882,7.8426923,"Dauersberg, Betzdorf, Betzdorf-Gebhardshain, Landkreis Altenkirchen (Westerwald), Rheinland-Pfalz, 57584, Deutschland",True
Y-Daxlanden,TRANSNETBW,49.0014111,8.3386057,"Daxlanden, Karlsruhe, Baden-Württemberg, Deutschland",True
Y-Dellmensingen,TRANSNETBW,48.3006653,9.9098326,"Dellmensingen, Erbach, Alb-Donau-Kreis, Baden-Württemberg, Deutschland",True
Y-Diefflen,AMPRION GMBH,49.3785726,6.7527234,"Diefflen, Dillingen/Saar, Landkreis Saarlouis, Saarland, Deutschland",True
Y-Doernigheim,TENNETGMBH,50.1334166,8.8393158,"Dörnigheim, Maintal, Main-Kinzig-Kreis, Hessen, Deutschland",True
Y-Edelstahl,AMPRION GMBH,52.6043123,8.3462912,"Claus Harstrick - Glas- und Edelstahl-Design, 18, Diepholz, Landkreis Diepholz, Niedersachsen, 49356, Deutschland",True
Y-Elmenhorst,AMPRION GMBH,53.5462437,10.5344352,"Elmenhorst, Schwarzenbek-Land, Kreis Herzogtum Lauenburg, Schleswig-Holstein, Deutschland",True
Y-Endersbach,TRANSNETBW,48.8103115,9.3655003,"Endersbach, Weinstadt, Rems-Murr-Kreis, Baden-Württemberg, Deutschland",True
Y-Engstlatt,TRANSNETBW,48.2965328,8.8815189,"Engstlatt, Balingen, VVG der Stadt Balingen, Zollernalbkreis, Baden-Württemberg, Deutschland",True
Y-Erzhausen,TENNETGMBH,49.9524332,8.6389953,"Erzhausen, Landkreis Darmstadt-Dieburg, Hessen, 64390, Deutschland",True
Y-Frankfurt/SW,TENNETGMBH,,,,False
Y-Garenfeld,AMPRION GMBH,51.4004956,7.5176683,"Garenfeld, Hagen, Nordrhein-Westfalen, 58093, Deutschland",True
Y-Garrel/O,TENNETGMBH,52.2277662,8.591849,"Auf dem Garrel, Dünne, Bünde, Kreis Herford, Nordrhein-Westfalen, 32257, Deutschland",True
Y-Gelsenberg,AMPRION GMBH,51.5305264,7.0350905,"Gelsenbergstraße, Horst, Gelsenkirchen-West, Gelsenkirchen, Nordrhein-Westfalen, 45899, Deutschland",True
Y-Gersteinwerk,AMPRION GMBH,51.6749132,7.7222079,"Gersteinwerk, Werne, Kreis Unna, Nordrhein-Westfalen, 59368, Deutschland",True
Y-Guetersloh,AMPRION GMBH,51.9166621,8.4043282,"Gütersloh, Kreis Gütersloh, Nordrhein-Westfalen, Deutschland",True
Y-Hallendorf,TENNETGMBH,52.1533277,10.3775522,"Hallendorf, Ortschaft Ost, Salzgitter, Niedersachsen, Deutschland",True
Y-Hanekenfaehr,AMPRION GMBH,52.471518,7.3031386,"Hanekenfähr, Lingen (Ems), Landkreis Emsland, Niedersachsen, Deutschland",True
Y-Hueffenhardt,TRANSNETBW,49.2908862,9.0827453,"Hüffenhardt, VVG der Gemeinde Haßmersheim, Neckar-Odenwald-Kreis, Baden-Württemberg, 74928, Deutschland",True
Y-Huntorf,TENNETGMBH,53.1956997,8.3897014,"Huntorf, Kortendorf, Butteldorf, Elsfleth, Landkreis Wesermarsch, Niedersachsen, 26931, Deutschland",True
Y-Karnap,AMPRION GMBH,51.523574,7.0088793,"Karnap, Stadtbezirk V, Essen, Nordrhein-Westfalen, Deutschland",True
Y-Kriegenbrunn,TENNETGMBH,49.556437,10.9542353,"Kriegenbrunn, Erlangen, Bayern, 91056, Deutschland",True
Y-Kruen,TENNETGMBH,47.5061521,11.2787041,"Krün, Landkreis Garmisch-Partenkirchen, Bayern, Deutschland",True
Y-Limburg,AMPRION GMBH,50.3880447,8.063531,"Limburg an der Lahn, Landkreis Limburg-Weilburg, Hessen, Deutschland",True
Y-Lippborg,AMPRION GMBH,51.665209,8.039436,"Lippborg, Lippetal, Kreis Soest, Nordrhein-Westfalen, 59510, Deutschland",True
Y-Mettmann,AMPRION GMBH,51.2527778,6.9777778,"Mettmann, Kreis Mettmann, Nordrhein-Westfalen, 40822, Deutschland",True
Y-Mutterstadt,AMPRION GMBH,49.4422445,8.3542306,"Mutterstadt, Rhein-Pfalz-Kreis, Rheinland-Pfalz, 67112, Deutschland",True
Y-Neckarwestheim,TRANSNETBW,49.0474301,9.1892332,"Neckarwestheim, VVG der Stadt Lauffen am Neckar, Landkreis Heilbronn, Baden-Württemberg, 74382, Deutschland",True
Y-Niederlangen,TENNETGMBH,52.8572175,7.2805369,"Niederlangen, Samtgemeinde Lathen, Landkreis Emsland, Niedersachsen, 49779, Deutschland",True
Y-Oberjettingen,TRANSNETBW,48.575961,8.7743305,"Oberjettingen, Jettingen, GVV Oberes Gäu, Landkreis Böblingen, Baden-Württemberg, 71131, Deutschland",True
Y-Oechtel,AMPRION GMBH,52.3281428,7.2963803,"Öchtel, Salzbergen, Landkreis Emsland, Niedersachsen, 48499, Deutschland",True
Y-Ohligs,AMPRION GMBH,51.1615661,7.0001386,"Ohligs-Mitte, Ohligs/Aufderhöhe/Merscheid, Solingen, Nordrhein-Westfalen, 42697, Deutschland",True
Y-Osterath,AMPRION GMBH,51.2690922,6.6207151,"Osterath, Meerbusch, Rhein-Kreis Neuss, Nordrhein-Westfalen, 40670, Deutschland",True
Y-Otterbach,AMPRION GMBH,49.4859015,7.736859,"Otterbach, Otterbach-Otterberg, Landkreis Kaiserslautern, Rheinland-Pfalz, 67731, Deutschland",True
Y-Paffendorf,AMPRION GMBH,50.9628278,6.6087615,"Paffendorf, Bergheim, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50126, Deutschland",True
Y-Pfungstadt,AMPRION GMBH,49.8023181,8.5987671,"Pfungstadt, Landkreis Darmstadt-Dieburg, Hessen, 64319, Deutschland",True
Y-Plattling,TENNETGMBH,48.7766852,12.8733655,"Plattling, Landkreis Deggendorf, Bayern, 94447, Deutschland",True
Y-Poeppinghausen,AMPRION GMBH,51.5787104,7.265259,"Pöppinghausen, Castrop-Rauxel, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland",True
Y-Rath,AMPRION GMBH,51.0066638,6.6337969,"Rath, Bedburg, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50181, Deutschland",True
Y-Rhede,TENNETGMBH,51.8363135,6.696091,"Rhede, Kreis Borken, Nordrhein-Westfalen, 46414, Deutschland",True
Y-Rheinhausen,AMPRION GMBH,48.2338362,7.7144924,"Rheinhausen, GVV Kenzingen-Herbolzheim, Landkreis Emmendingen, Baden-Württemberg, 79365, Deutschland",True
Y-Ried,AMPRION GMBH,48.2902063,11.0425791,"Ried, Landkreis Aichach-Friedberg, Bayern, 86510, Deutschland",True
Y-Schwelgern,AMPRION GMBH,51.5076091,6.737642,"Schwelgern, ThyssenKrupp Steel Europe AG, Hamborn, Duisburg, Nordrhein-Westfalen, 47169, Deutschland",True
Y-Simbach,TENNETGMBH,48.2663113,13.0279972,"Simbach, Landkreis Rottal-Inn, Bayern, 84359, Deutschland",True
Y-Stockem,AMPRION GMBH,49.9284859,6.3842025,"Stockem, Bitburger Land, Eifelkreis Bitburg-Prüm, Rheinland-Pfalz, Deutschland",True
Y-Tiengen,AMPRION GMBH,47.9842416,7.7153083,"Tiengen, Freiburg im Breisgau, Baden-Württemberg, Deutschland",True
Y-Voehringen,AMPRION GMBH,48.2833039,10.0832982,"Vöhringen, Landkreis Neu-Ulm, Bayern, 89269, Deutschland",True
Y-Voerden,TENNETGMBH,52.4784717,8.096003,"Vörden, Neuenkirchen-Vörden, Landkreis Vechta, Niedersachsen, 49434, Deutschland",True
Y-Waldeck,TENNETGMBH,50.9113768,11.7820125,"Waldeck, Bad Klosterlausnitz, Saale-Holzland-Kreis, Thüringen, Deutschland",True
Y-Waldlaubersheim,AMPRION GMBH,49.9285787,7.833602,"Waldlaubersheim, Langenlonsheim-Stromberg, Landkreis Bad Kreuznach, Rheinland-Pfalz, Deutschland",True
Y-Walsum,AMPRION GMBH,51.5351625,6.7166676,"Walsum, Duisburg, Nordrhein-Westfalen, Deutschland",True
Y-Wechold,TENNETGMBH,52.8480963,9.1263681,"Wechold, Hilgermissen, Samtgemeinde Grafschaft Hoya, Landkreis Nienburg/Weser, Niedersachsen, Deutschland",True
Y-Welper,AMPRION GMBH,51.4108972,7.2077948,"Welper, Hattingen, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 45527, Deutschland",True
Y-Werben,AMPRION GMBH,52.8612295,11.9822053,"Werben (Elbe), Arneburg-Goldbeck, Stendal, Sachsen-Anhalt, Deutschland",True
Y-Wuergassen,TENNETGMBH,51.6445021,9.4071653,"Würgassen, Beverungen, Kreis Höxter, Nordrhein-Westfalen, Deutschland",True
Zolling,TENNETGMBH,48.4514051,11.7727339,"Zolling, Zolling (VGem), Landkreis Freising, Bayern, 85406, Deutschland",True
