jao_name,jao_eic,egon_line_id,jao_r,jao_x,jao_b,jao_s_nom,jao_length_km,jao_v_nom,new_r,new_x,new_b,new_s_nom,path_hops,length_ratio,length_warning,imax_a
Gundelfingen - Meitingen MEITGN S ,11T0-0000-0722-G,15685.0,1.081,9.98,0.0001710999999999,1088.0,39.46041582516006,380,1.027706,9.487982,0.00016266,1790.2,3,0.997,,2720.0
Gersteinwerk - Mengede MENGED N ,11T0-0000-0729-W,4545.0,0.955,8.765,0.0001509,1260.0,34.728974720805326,380,0.008765,0.080441,1.38e-06,2182.4,6,0.931,,
Gersteinwerk - Lippe WALTRO S ,11T0-0000-0610-V,14889.0,0.655,6.073,0.0001047,1088.0,24.07943893709569,380,0.008466,0.078493,1.35e-06,1790.2,4,0.953,,2720.0
Gersteinwerk - Mengede MENGED N ,11T0-0000-0729-W,34135.0,0.955,8.765,0.0001509,1260.0,34.728974720805326,380,0.219673,2.016159,3.471e-05,2182.4,6,0.931,,
Gersteinwerk - Mengede MENGED N ,11T0-0000-0729-W,34178.0,0.955,8.765,0.0001509,1260.0,34.728974720805326,380,0.442191,4.058437,6.987e-05,2182.4,6,0.931,,
Gersteinwerk - Mengede MENGED N ,11T0-0000-0729-W,34176.0,0.955,8.765,0.0001509,1260.0,34.728974720805326,380,0.216791,1.989713,3.426e-05,2182.4,6,0.931,,
Hanekenfaehr - Doerpen/W EWBL,11T-D2-D7-00002F,33624.0,1.128,10.92,0.000164934,1359.6,73.05039586943188,380,0.547314,5.298464,8.003e-05,2354.9,5,1.087,,
Hanekenfaehr - Meppen MEPPEN ,11T0-0000-0640-J,31431.0,1.304,11.93,0.0002055,1260.0,47.28218271947467,380,1.092597,9.995917,0.00017218,2182.4,3,0.992,,
Duennwald - Gremberghoven MERHM O ,11T0-0000-0234-V,33822.0,0.668,3.684,3.98e-05,331.32,11.563058659405174,220,0.668,3.684,3.98e-05,573.9,1,0.674,,
Meckenheim - Weissenthurm NETTE W ,11T0-0000-0717-5,33922.0,1.117,10.23,0.000182,1088.0,41.204523183588805,380,1.117,10.23,0.000182,1884.5,1,0.917,,
Muendelheim - Utfort MUENDL N ,11T0-0000-0370-M,33950.0,0.809,5.801,9.36e-05,406.12,22.251574113910937,220,0.070447,0.505143,8.15e-06,703.4,5,0.908,,
Muendelheim - Utfort MUENDL N ,11T0-0000-0370-M,1362.0,0.809,5.801,9.36e-05,406.12,22.251574113910937,220,0.054056,0.387615,6.25e-06,703.4,5,0.908,,
Muendelheim - Uerdingen MUENDL S ,11T0-0000-0368-2,14097.0,0.477,2.55,3.3600000000000004e-05,299.2,8.839162354560498,220,0.088139,0.471181,6.21e-06,518.2,3,0.827,,1360.0
Muendelheim - Utfort MUENDL N ,11T0-0000-0370-M,1365.0,0.809,5.801,9.36e-05,406.12,22.251574113910937,220,0.168046,1.204986,1.944e-05,703.4,5,0.908,,
Muendelheim - Uerdingen MUENDL S ,11T0-0000-0368-2,14099.0,0.477,2.55,3.3600000000000004e-05,299.2,8.839162354560498,220,0.273998,1.464772,1.93e-05,518.2,3,0.827,,1360.0
Muendelheim - Utfort MUENDL N ,11T0-0000-0370-M,1359.0,0.809,5.801,9.36e-05,406.12,22.251574113910937,220,0.336159,2.410457,3.889e-05,703.4,5,0.908,,
Uerdingen - Utfort UERDIN W ,11T0-0000-0113-A,14092.0,0.875,4.693,4.83e-05,255.2,14.377064612017245,220,0.569539,3.054684,3.144e-05,442.0,2,0.897,,
Muendelheim - Utfort MUENDL N ,11T0-0000-0370-M,2593.0,0.809,5.801,9.36e-05,406.12,22.251574113910937,220,0.180292,1.292799,2.086e-05,703.4,5,0.908,,
Uerdingen - Utfort UERDIN W ,11T0-0000-0113-A,13803.0,0.875,4.693,4.83e-05,255.2,14.377064612017245,220,0.305461,1.638316,1.686e-05,442.0,2,0.897,,
Amelsbueren - Muenster MUNSTR O ,11T0-0000-0124-3,32109.0,0.209,1.081,1.28e-05,220.88,3.5521329626578866,220,0.209,1.081,1.28e-05,382.6,1,1.037,,1004.0
Koblenz - Limburg NASSAU ,11T0-0000-0666-U,33533.0,1.429,13.53,0.000224,1088.0,52.57076411083021,380,1.086583,10.287937,0.00017033,1790.2,2,0.983,,2720.0
Sechtem - Weissenthurm NETTE O ,11T0-0000-0477-X,32256.0,1.686,15.66,0.0002796999999999,359.04,63.19947841578709,220,0.622676,5.783572,0.0001033,621.9,2,0.959,,
Sechtem - Weissenthurm NETTE O ,11T0-0000-0477-X,32255.0,1.686,15.66,0.0002796999999999,359.04,63.19947841578709,220,1.063324,9.876428,0.0001764,621.9,2,0.959,,
Niederrhein - Walsum NRHEIN W ,11T0-0000-0750-A,34028.0,0.519,4.78,8.35e-05,1088.0,19.07781214512022,380,0.309635,2.851741,4.982e-05,1790.2,3,0.849,,2720.0
Niederrhein - Walsum NRHEIN W ,11T0-0000-0750-A,34031.0,0.519,4.78,8.35e-05,1088.0,19.07781214512022,380,0.018175,0.167391,2.92e-06,1790.2,3,0.849,,2720.0
Niederrhein - Walsum NRHEIN W ,11T0-0000-0750-A,33974.0,0.519,4.78,8.35e-05,1088.0,19.07781214512022,380,0.191191,1.760868,3.076e-05,1790.2,3,0.849,,2720.0
Hanekenfaehr - Wehrendorf NSACHS S ,11T0-0000-0641-G,33558.0,2.034,18.83,0.0003258999999999,1088.0,74.8063943339702,380,1.013852,9.385861,0.00016245,1790.2,4,0.975,,2720.0
Niederstedem - Quint NSTEDM O ,11T0-0000-0390-E,34209.0,1.466,7.745,9.99e-05,440.0,26.562248610920285,220,0.86437,4.566539,5.89e-05,762.1,2,0.968,,
Niederstedem - Quint NSTEDM O ,11T0-0000-0390-E,4955.0,1.466,7.745,9.99e-05,440.0,26.562248610920285,220,0.60163,3.178461,4.1e-05,762.1,2,0.968,,
Niederstedem - Trier NSTEDM W ,11T0-0000-0391-B,5025.0,1.285,6.959,8.759999999999999e-05,283.8,23.577451130620656,220,0.188359,1.02007,1.284e-05,491.6,3,0.937,,
Niederstedem - Trier NSTEDM W ,11T0-0000-0391-B,5015.0,1.285,6.959,8.759999999999999e-05,283.8,23.577451130620656,220,0.215359,1.166293,1.468e-05,491.6,3,0.937,,
Ibbenbueren - Westerkappeln NIKE S ,11T0-0000-0545-9,33915.0,1.181,5.208,3.76e-05,162.8,13.362902272339849,220,1.052013,4.639188,3.349e-05,282.0,2,1.001,,
Wehrendorf - Westerkappeln WIEHEN O ,11T0-0000-0537-7,33916.0,3.361,18.19,0.0002335,299.2,62.234495598898704,220,0.127845,0.691909,8.88e-06,518.2,3,0.617,,1360.0
Norf - St. Peter STUERZ O ,11T0-0000-1445-8,5692.0,0.096,0.542,2.18e-05,451.44,3.2824587121546034,220,0.096,0.542,2.18e-05,781.9,1,0.875,,2052.0
Norf - St. Peter STUERZ W ,11T0-0000-0497-P,16127.0,0.172,0.958,1.17e-05,359.04,3.1970326195961096,220,0.172,0.958,1.17e-05,621.9,1,0.898,,
Norf - St. Peter NORF W ,11T0-0000-0496-S,31962.0,0.192,1.05,1.11e-05,340.56,3.260074471260284,220,0.224623,1.228406,1.299e-05,589.9,1,0.881,,
Y-Mettmann (-Ohligs - St Peter) OERKHS W,11T0-0000-1849-D,33604.0,0.25,2.37,4.06e-05,1238.4,9.367173660816652,380,0.25,2.37,4.06e-05,2145.0,1,1.0,,
Eiberg - Mettmann RUHRTL W,11T0-0000-1846-M,33602.0,0.78,7.5,0.0001306,1260.0,29.88639982331476,380,0.78,7.5,0.0001306,2073.3,1,0.979,,3150.0
Y-Opladen (-Eiberg - Ohligs) OERKHS O ,11T0-0000-1487-N,1129.0,0.47,4.52,7.75e-05,1260.0,17.872752884466298,380,0.223555,2.149937,3.686e-05,2182.4,2,0.796,,
Opladen - St. Peter RHFELD ,11T0-0000-1671-Z,12849.0,0.458,4.527,7.28e-05,1088.0,17.335737368747115,380,0.183015,1.808976,2.909e-05,1790.2,3,0.976,,2720.0
Y-Opladen (-Eiberg - Ohligs) OERKHS O ,11T0-0000-1487-N,33603.0,0.47,4.52,7.75e-05,1260.0,17.872752884466298,380,0.246445,2.370063,4.064e-05,2182.4,2,0.796,,
Y-St Peter (-Ohligs - Mettmann) OERKHS W,11T0-0000-1852-U,24462.0,0.54,5.32,8.56e-05,1238.4,20.37811836630809,380,0.009297,0.091595,1.47e-06,2145.0,3,0.865,,
Y-St Peter (-Ohligs - Mettmann) OERKHS W,11T0-0000-1852-U,12847.0,0.54,5.32,8.56e-05,1238.4,20.37811836630809,380,0.302177,2.977002,4.79e-05,2145.0,3,0.865,,
Opladen - St. Peter RHFELD ,11T0-0000-1671-Z,12994.0,0.458,4.527,7.28e-05,1088.0,17.335737368747115,380,0.266777,2.636894,4.24e-05,1790.2,3,0.976,,2720.0
Opladen - Rommerskirchen OPLADN N ,11T0-0000-0793-M,33641.0,0.628,5.582,9.7e-05,1032.0,22.220414971617995,380,0.628,5.582,9.7e-05,1787.5,1,0.929,,
Quint - Uchtelfangen OSBURG ,11T0-0000-0445-E,34205.0,3.905,20.86,0.0002731999999999,338.58,72.08898015264062,220,1.702973,9.097057,0.00011914,586.4,2,0.967,,
Quint - Uchtelfangen OSBURG ,11T0-0000-0445-E,34206.0,3.905,20.86,0.0002731999999999,338.58,72.08898015264062,220,2.202027,11.762943,0.00015406,586.4,2,0.967,,
Guetersloh - Hesseln OSNING O,11T0-0000-1865-H ,32818.0,0.251,5.244,8.44e-05,192.4,20.089722915478717,380,0.251,5.244,8.44e-05,316.6,1,0.983,,481.0
BASF - Maximiliansau WEINGT,11T0-0000-0359-3,4992.0,2.178,19.12,0.0003216,359.04,74.88129491952843,220,0.380018,3.336058,5.611e-05,621.9,4,0.955,,
Y-Mutterstadt (-Homburg - Uchtelfangen) OTTERB S ,11T0-0000-1436-9,15127.0,5.791,31.39,0.0003953,248.16,106.37276471278724,220,0.704675,3.819674,4.81e-05,429.8,3,0.964,,
Y-Mutterstadt (-Homburg - Uchtelfangen) OTTERB S ,11T0-0000-1436-9,34213.0,5.791,31.39,0.0003953,248.16,106.37276471278724,220,2.730562,14.800954,0.00018639,429.8,3,0.964,,
Y-Mutterstadt (-Homburg - Uchtelfangen) OTTERB S ,11T0-0000-1436-9,15136.0,5.791,31.39,0.0003953,248.16,106.37276471278724,220,2.355764,12.769371,0.00016081,429.8,3,0.964,,
Y-Uchtelfangen (-Homburg - Mutterstadt) OTTERB S ,11T0-0000-0505-P,15825.0,1.763,9.039,0.0001169,248.16,31.041223501434768,220,0.640065,3.281651,4.244e-05,429.8,2,0.928,,
Paffendorf - Rommerskirchen PAFFEN N ,11T0-0000-0829-R,34184.0,0.359,3.285,5.66e-05,1260.0,13.021088317119716,380,0.359,3.285,5.66e-05,2182.4,1,0.647,,
Kruckel - Witten PERSEBEK ,11T0-0000-0678-K,33749.0,0.252,2.135,3.79e-05,1231.2,8.58993597215701,380,0.244889,2.074751,3.683e-05,2132.5,2,0.976,,
St. Peter - Rommerskirchen PETER S ,11T0-0000-0856-O,33718.0,0.492,4.728,7.670000000000001e-05,1088.0,18.1847693905353,380,0.207577,1.99476,3.236e-05,1790.2,3,0.958,,2720.0
St. Peter - Rommerskirchen PETER S ,11T0-0000-0856-O,33717.0,0.492,4.728,7.670000000000001e-05,1088.0,18.1847693905353,380,0.27586,2.650943,4.3e-05,1790.2,3,0.958,,2720.0
Niederrhein - Pfalzdorf PFALZD N ,11T0-0000-0385-3,33713.0,2.355,11.17,0.0001894,180.4,43.92259146774314,220,2.355,11.17,0.0001894,312.5,1,0.852,,820.0
Y-Poeppinghausen (-Hattingen - Laer) POEPPI O ,11T0-0000-0444-H,33845.0,0.764,3.853,4.83e-05,283.8,13.027001162719156,220,0.764,3.853,4.83e-05,491.6,1,0.906,,1290.0
Y-Bergmannsglueck (-Bellendorf - Kusenhorst) POLSUM S ,11T0-0000-0170-W,32957.0,0.039,0.373,5.4e-06,422.4,1.3552601790178782,220,0.035327,0.337872,4.89e-06,731.6,1,1.036,,
Bergmannsglueck - Niederrhein SHERMB N ,11T0-0000-0166-I,538.0,1.757,10.02,0.0001159,299.2,32.5422038145294,220,0.076345,0.435389,5.04e-06,518.2,3,0.993,,1360.0
Y-Kusenhorst (-Bellendorf - Bergmannsglück) POLSUM S ,11T0-0000-0346-G,1786.0,0.389,2.931,4.1200000000000005e-05,422.4,10.493682000899904,220,0.149787,1.128603,1.586e-05,731.6,3,0.824,,
Y-Kusenhorst (-Bellendorf - Bergmannsglück) POLSUM S ,11T0-0000-0346-G,547.0,0.389,2.931,4.1200000000000005e-05,422.4,10.493682000899904,220,0.082577,0.622197,8.75e-06,731.6,3,0.824,,
Bergmannsglueck - Niederrhein SHERMB N ,11T0-0000-0166-I,9109.0,1.757,10.02,0.0001159,299.2,32.5422038145294,220,0.099834,0.569346,6.59e-06,518.2,3,0.993,,1360.0
Mittelbexbach - Otterbach RAMSTE S ,11T0-0000-0806-7,15517.0,1.194,10.19,0.000177,1238.4,40.55506550451456,380,0.160266,1.367762,2.376e-05,2145.0,2,0.969,,
Mittelbexbach - Otterbach RAMSTE S ,11T0-0000-0806-7,15516.0,1.194,10.19,0.000177,1238.4,40.55506550451456,380,1.033734,8.822238,0.00015324,2145.0,2,0.969,,
Ratsbusch - Wambel RA WA N,11T0-0000-0531-P,8084.0,0.105,0.583,5.9e-06,169.18,1.7710534374690514,220,0.105,0.583,5.9e-06,293.0,1,0.9,,769.0
Ratsbusch - Wambel RA WA S,11T0-0000-1438-3,18274.0,0.105,0.583,5.9e-06,169.18,1.7710534374690514,220,0.105,0.583,5.9e-06,293.0,1,0.9,,769.0
Y-Mengede (-Huellen - Kusenhorst) WESTFL W ,11T0-0000-0958-D,33448.0,0.497,4.506,7.68e-05,1238.4,17.764279011936537,380,0.035057,0.317839,5.42e-06,2145.0,3,0.832,,
Emscherbruch - Mengede RECKLI N ,11T0-0000-1496-M,24467.0,0.427,3.853,6.49e-05,1032.0,15.100566316109838,380,0.037151,0.335228,5.65e-06,1787.5,2,0.831,,
Y-Mengede (-Huellen - Kusenhorst) WESTFL W ,11T0-0000-0958-D,33445.0,0.497,4.506,7.68e-05,1238.4,17.764279011936537,380,0.387029,3.50896,5.981e-05,2145.0,3,0.832,,
Y-Buerstadt (-Bischofsheim - Pfungstadt) RIED W ,11T0-0000-0573-3,33133.0,0.796,7.832,0.0001301,1260.0,30.48220431325139,380,0.228913,2.252323,3.741e-05,2182.4,3,0.962,,
Y-Buerstadt (-Bischofsheim - Pfungstadt) RIED W ,11T0-0000-0573-3,3306.0,0.796,7.832,0.0001301,1260.0,30.48220431325139,380,0.015761,0.155074,2.58e-06,2182.4,3,0.962,,
Buerstadt - Pfungstadt RIED O ,11T0-0000-0816-3,11204.0,0.803,7.849,0.0001324,1238.4,30.783821996935632,380,0.015899,0.155411,2.62e-06,2145.0,3,0.953,,
Y-Buerstadt (-Bischofsheim - Pfungstadt) RIED W ,11T0-0000-0573-3,3304.0,0.796,7.832,0.0001301,1260.0,30.48220431325139,380,0.551326,5.424603,9.011e-05,2182.4,3,0.962,,
Buerstadt - Pfungstadt RIED O ,11T0-0000-0816-3,11205.0,0.803,7.849,0.0001324,1238.4,30.783821996935632,380,0.556174,5.436378,9.17e-05,2145.0,3,0.953,,
Brauweiler - Rommerskirchen ROKI O ,11T0-0000-0458-1,33546.0,0.424,3.415,4.31e-05,451.44,11.585248964332038,220,0.424,3.415,4.31e-05,781.9,1,1.014,,
Y-Hanekenfaehr (-Oechtel - Roxel) ROXEL O ,11T0-0000-0930-8,2526.0,0.571,4.887,8.42e-05,1231.2,19.370846393894805,380,0.521086,4.459801,7.684e-05,2132.5,3,1.007,,
Y-Hanekenfaehr (-Gersteinwerk - Uentrop) UENTRO N ,11T0-0000-0644-7,13717.0,2.891,26.27,0.0004499,1137.6,103.81483427288322,380,0.50625,4.600205,7.878e-05,1970.4,5,0.979,,
Y-Roxel (-Hanekenfaehr - Oechtel) ROXEL O ,11T0-0000-0932-2,28.0,1.491,12.78,0.0002227,1231.2,50.94445463663375,380,0.126287,1.082464,1.886e-05,2132.5,2,0.983,,
Roxel - Uentrop UENTRO S ,11T0-0000-0840-9,13715.0,1.656,14.25,0.0002467,1231.2,56.61915570357285,380,0.128406,1.104943,1.913e-05,2132.5,3,0.966,,
Y-Roxel (-Hanekenfaehr - Oechtel) ROXEL O ,11T0-0000-0932-2,33802.0,1.491,12.78,0.0002227,1231.2,50.94445463663375,380,1.364713,11.697536,0.00020384,2132.5,2,0.983,,
Nehden - Uentrop SAUERL N ,11T0-0000-0744-2,33663.0,3.381,29.28,0.0004997,1026.0,115.50787466324708,380,1.426918,12.357336,0.00021089,1688.2,2,0.976,,2565.0
Bergmannsglueck - Niederrhein SHERMB N ,11T0-0000-0166-I,31749.0,1.757,10.02,0.0001159,299.2,32.5422038145294,220,1.58082,9.015265,0.00010428,518.2,3,0.993,,1360.0
FWH-S - Urberach SHWANH O ,11T0-0000-0516-I,33714.0,2.597,12.6,0.000372,121.22,65.37747217287688,220,2.046061,9.926978,0.00029308,210.0,2,0.483,short,
FWH-S - Urberach SHWANH O ,11T0-0000-0516-I,10483.0,2.597,12.6,0.000372,121.22,65.37747217287688,220,0.550939,2.673022,7.892e-05,210.0,2,0.483,short,
Y-Oberzier (-Paffendorf - Sechtem) SECHTM N ,11T0-0000-0781-W,33592.0,0.434,4.009,7e-05,1260.0,15.99699577701836,380,0.434,4.009,7e-05,2182.4,1,0.978,,
Y-Paffendorf (-Oberzier - Sechtem) SECHTM N ,11T0-0000-0814-9,33593.0,0.287,2.682,4.76e-05,1260.0,10.78957268774424,380,0.287,2.682,4.76e-05,2182.4,1,0.974,,
Y-Sechtem (-Oberzier - Paffendorf) SECHTM S ,11T0-0000-0849-J,72.0,0.789,7.3,0.0001264,1260.0,29.007236047822985,380,0.232308,2.149363,3.722e-05,2182.4,2,0.973,,
Y-Sechtem (-Oberzier - Paffendorf) SECHTM N ,11T0-0000-0848-M,12818.0,0.789,7.269,0.0001269,1260.0,29.00277327046151,380,0.232308,2.140236,3.736e-05,2182.4,2,0.973,,
Y-Sechtem (-Oberzier - Paffendorf) SECHTM S ,11T0-0000-0849-J,33594.0,0.789,7.3,0.0001264,1260.0,29.007236047822985,380,0.556692,5.150637,8.918e-05,2182.4,2,0.973,,
Y-Oberzier (-Dahlem - Rommersheim) SELHN O ,11T0-0000-0783-Q,1571.0,1.784,15.24,0.0002641,1108.0,60.58262208032897,380,1.784,15.24,0.0002641,1919.1,1,0.989,,
Y-Oberzier (-Dahlem - Niederstedem) SELHN W ,11T0-0000-0784-N,13169.0,1.784,15.24,0.0002641999999999,1108.0,60.59409063170105,380,1.784,15.24,0.0002642,1919.1,1,0.989,,
Y-Niederstedem (-Dahlem - Oberzier) SELHN W ,11T0-0000-0762-0,1619.0,1.703,14.68,0.0002537,1108.0,58.2766586928495,380,1.703,14.68,0.0002537,1919.1,1,0.99,,
Dauersberg - Sechtem SIEGTA N ,11T0-0000-0586-R,33837.0,1.86,17.2,0.0002982,1088.0,68.38949944063098,380,1.500924,13.879512,0.00024063,1790.2,2,0.88,,2720.0
Dauersberg - Sechtem SIEGTA N ,11T0-0000-0586-R,33840.0,1.86,17.2,0.0002982,1088.0,68.38949944063098,380,0.359076,3.320488,5.757e-05,1790.2,2,0.88,,2720.0
Bacharach - Weissenthurm SOONWD O ,11T0-0000-0973-K,15618.0,1.449,12.62,0.000218,1238.4,50.08749433047221,380,1.244108,10.8355,0.00018717,2145.0,2,0.961,,
Waldlaubersheim - Weissenthurm SOONWD W ,11T0-0000-0901-H,15620.0,1.911,16.49,0.0002852,1238.4,65.48720731345387,380,1.24499,10.743007,0.0001858,2145.0,3,0.969,,
Bacharach - Weissenthurm SOONWD O ,11T0-0000-0973-K,5574.0,1.449,12.62,0.000218,1238.4,50.08749433047221,380,0.204892,1.7845,3.083e-05,2145.0,2,0.961,,
Waldlaubersheim - Weissenthurm SOONWD W ,11T0-0000-0901-H,15849.0,1.911,16.49,0.0002852,1238.4,65.48720731345387,380,0.205038,1.769268,3.06e-05,2145.0,3,0.969,,
Waldlaubersheim - Weissenthurm SOONWD W ,11T0-0000-0901-H,5364.0,1.911,16.49,0.0002852,1238.4,65.48720731345387,380,0.460972,3.977726,6.88e-05,2145.0,3,0.969,,
Y-Bacharach (-Buerstadt - Waldlaubersheim) WONNEG O ,11T0-0000-0976-B,15619.0,0.443,3.867,6.709999999999999e-05,1231.2,15.38224513696935,380,0.443,3.867,6.71e-05,2132.5,1,0.995,,
Niederrhein - Spellen SPELLN S ,11T0-0000-0387-Y,31880.0,0.404,2.17,2.85e-05,299.2,7.509718864327973,220,0.404,2.17,2.85e-05,518.2,1,0.852,,1360.0
Fuehlingen - Rommerskirchen STOMM S ,11T0-0000-0267-A,33572.0,1.024,5.516,7.18e-05,299.2,19.004031118821803,220,1.024,5.516,7.18e-05,518.2,1,0.902,,
Gellep - Muendelheim STRATM W ,11T0-0000-0364-E,34040.0,0.315,1.655,2.18e-05,283.8,5.735861126429679,220,0.315,1.655,2.18e-05,491.6,1,0.892,,1290.0
Ensdorf - Uchtelfangen TAUBNT N ,11T0-0000-0604-N,32112.0,0.64,5.887,0.0001032,1088.0,23.537387029267897,380,0.64,5.887,0.0001032,1790.2,1,0.986,,2720.0
Kriftel - Frankfurt TAUNUS 2    ,11T0-0000-0030-G,31719.0,0.13,1.395,1.94e-05,1104.0,4.9677456392425405,380,0.086769,0.931094,1.295e-05,1816.6,2,2.999,long,2760.0
Kriftel - Frankfurt TAUNUS 2    ,11T0-0000-0030-G,34116.0,0.13,1.395,1.94e-05,1104.0,4.9677456392425405,380,0.043231,0.463906,6.45e-06,1816.6,2,2.999,long,2760.0
Y-Utfort (-Osterath - Selbeck) TOESEE W ,11T0-0000-0880-U,32214.0,0.632,8.621,0.0001015,1088.0,28.24770868121825,380,0.249482,3.403146,4.007e-05,1790.2,3,2.105,long,2720.0
Y-Utfort (-Osterath - Selbeck) TOESEE W ,11T0-0000-0880-U,33873.0,0.632,8.621,0.0001015,1088.0,28.24770868121825,380,0.168987,2.305121,2.714e-05,1790.2,3,2.105,long,2720.0
Y-Utfort (-Osterath - Selbeck) TOESEE W ,11T0-0000-0880-U,31853.0,0.632,8.621,0.0001015,1088.0,28.24770868121825,380,0.213531,2.912733,3.429e-05,1790.2,3,2.105,long,2720.0
Sechtem - Siegburg TROISD O ,11T0-0000-0486-W,1776.0,1.004,5.289,6.1e-05,299.2,17.152328396345904,220,1.004,5.289,6.1e-05,518.2,1,0.951,,
Sechtem - Siegburg TROISD W ,11T0-0000-0487-T,13293.0,1.004,5.317,6.06e-05,299.2,17.141192187555376,220,1.004,5.317,6.06e-05,518.2,1,0.952,,
Osburg - Uchtelfangen UCHTLF O ,11T0-0000-0798-7,33890.0,1.449,12.34,0.0002145999999999,1032.0,49.14098084726484,380,1.449,12.34,0.0002146,1698.1,1,0.967,,2580.0
Roxel - Uentrop UENTRO S ,11T0-0000-0840-9,33281.0,1.656,14.25,0.0002467,1231.2,56.61915570357285,380,1.100023,9.465781,0.00016387,2132.5,3,0.966,,
Y-Utfort (-Duelken - Edelstahl) UTFORT W ,11T0-0000-1449-X,33835.0,1.649,7.817,6.54e-05,226.82,21.59137558898057,220,0.905945,4.294588,3.593e-05,392.9,3,0.961,,
Y-Utfort (-Duelken - Edelstahl) UTFORT W ,11T0-0000-1449-X,30242.0,1.649,7.817,6.54e-05,226.82,21.59137558898057,220,0.385241,1.826213,1.528e-05,392.9,3,0.961,,
Rommerskirchen - Sechtem VILLE O ,11T0-0000-0831-A,7490.0,1.001,8.591,0.0001488,1260.0,34.14245197095014,380,0.733573,6.29583,0.00010905,2182.4,2,0.959,,
Rommerskirchen - Sechtem VILLE W ,11T0-0000-1011-F,32812.0,0.989,8.594,0.0001489,1238.4,34.159885441889855,380,0.724779,6.298029,0.00010912,2145.0,2,0.959,,
Voehringen - Woringen VOEHRG O ,11T0-0000-0883-L,31696.0,1.237,11.93,0.000207,1104.0,47.45443167870948,380,1.237,11.93,0.000207,1816.6,1,0.995,,2760.0
Knapsack - Sechtem WABERG W ,11T0-0000-0663-2,32015.0,0.348,3.442,5.39e-05,1260.0,13.006822021094129,380,0.121662,1.203335,1.884e-05,2182.4,2,0.983,,
Y-Walsum (-Hamborn - Schwelgern) WALSUM N ,11T0-0000-1457-Z,14383.0,0.088,0.447,7.9e-06,299.2,1.7944802763378835,220,0.072018,0.365817,6.47e-06,518.2,2,0.905,,
Y-Walsum (-Hamborn - Schwelgern) WALSUM S ,11T0-0000-0529-5,14437.0,0.083,0.461,5.5e-06,299.2,1.520558696705368,220,0.067926,0.377274,4.5e-06,518.2,2,1.068,,1360.0
Y-Walsum (-Hamborn - Schwelgern) WALSUM N ,11T0-0000-1457-Z,1145.0,0.088,0.447,7.9e-06,299.2,1.7944802763378835,220,0.015982,0.081183,1.43e-06,518.2,2,0.905,,
Y-Walsum (-Hamborn - Schwelgern) WALSUM S ,11T0-0000-0529-5,14384.0,0.083,0.461,5.5e-06,299.2,1.520558696705368,220,0.015074,0.083726,1e-06,518.2,2,1.068,,1360.0
Y-Hamborn (-Schwelgern - Walsum) WALSUM N ,11T0-0000-1455-4,34008.0,0.256,1.379,1.7800000000000002e-05,299.2,4.73111512661592,220,0.256,1.379,1.78e-05,518.2,1,0.995,,
Y-Schwelgern (-Hamborn - Walsum) WALSUM N ,11T0-0000-1456-1,1432.0,0.085,0.464,5.8e-06,154.0,1.5665503901133648,220,0.022216,0.121272,1.52e-06,266.7,3,1.985,,
Y-Schwelgern (-Hamborn - Walsum) WALSUM S ,11T0-0000-0471-E,14378.0,0.099,0.54,6.8e-06,154.0,1.8298804542953016,220,0.025875,0.141136,1.78e-06,266.7,3,1.7,,700.0
Y-Schwelgern (-Hamborn - Walsum) WALSUM N ,11T0-0000-1456-1,1234.0,0.085,0.464,5.8e-06,154.0,1.5665503901133648,220,0.01812,0.098915,1.24e-06,266.7,3,1.985,,
Y-Schwelgern (-Hamborn - Walsum) WALSUM S ,11T0-0000-0471-E,14388.0,0.099,0.54,6.8e-06,154.0,1.8298804542953016,220,0.021105,0.115116,1.45e-06,266.7,3,1.7,,700.0
Y-Schwelgern (-Hamborn - Walsum) WALSUM N ,11T0-0000-1456-1,34007.0,0.085,0.464,5.8e-06,154.0,1.5665503901133648,220,0.044664,0.243813,3.05e-06,266.7,3,1.985,,
Gersteinwerk - Wambel WAMBEL O ,11T0-0000-0287-2,34134.0,1.173,7.896,9.05e-05,283.8,25.52696844103306,220,1.173,7.896,9.05e-05,491.6,1,0.988,,1290.0
BASF - Maximiliansau WEINGT,11T0-0000-0359-3,5647.0,2.178,19.12,0.0003216,359.04,74.88129491952843,220,0.167636,1.47163,2.475e-05,621.9,4,0.955,,
BASF - Maximiliansau WEINGT,11T0-0000-0359-3,5648.0,2.178,19.12,0.0003216,359.04,74.88129491952843,220,0.261963,2.299697,3.868e-05,621.9,4,0.955,,
Liessem - Weissenthurm WTHURM O ,11T0-0000-0700-U,1626.0,1.246,10.79,0.0001868,1032.0,42.87168374121999,380,1.030659,8.925211,0.00015452,1787.5,2,0.984,,
Eiberg - Hattingen WEITMR W ,11T0-0000-0647-Z,31767.0,0.672,6.539,0.0001034,1137.6,24.83060607356457,380,0.092349,0.898615,1.421e-05,1970.4,4,0.974,,
Eiberg - Hattingen WEITMR W ,11T0-0000-0647-Z,31776.0,0.672,6.539,0.0001034,1137.6,24.83060607356457,380,0.367514,3.57615,5.655e-05,1970.4,4,0.974,,
Y-Bochum (-Hattingen - Welper) WELPER O ,11T0-0000-0184-G,2518.0,0.191,1.852,2.83e-05,283.8,6.913295027503077,220,0.006289,0.060976,9.3e-07,491.6,2,0.993,,1290.0
