bus_id,v_nom,lat,lon,is_substation,substation_name,osm_substation_id
25623,110,51.051546,6.5776865,0,Unnamed,
4443,110,51.0481205,6.5721425,0,Unnamed,
2262,220,50.974868300000004,6.6994739,0,Unnamed,
35943,110,50.43990663666078,10.907787651243048,1,Unnamed,38763728
35194,110,50.75831799920259,10.32005952337476,1,Breitungen,26620593
37973,110,50.59383777745949,10.427480650759462,1,Meiningen,157375946
35034,380,49.92806742632903,10.836015793654536,1,Umspannwerk Oberhaid,24757833
35588,110,50.0958048978647,11.425300760370005,1,Umspannwerk Kulmbach,31662013
39585,110,50.14670658242108,11.22092141869074,1,Unnamed,953996075
38511,110,50.231846547077716,11.326219755131428,1,Umspannwerk Kronach,222888525
35468,110,50.152046085357,11.088212299630023,1,Umspannwerk Oberwallenstadt,30037714
36831,110,50.428927860482375,11.348551335597083,1,Windheim,89063786
35995,110,50.810877765541676,10.071846811751964,1,Martinroda,40348098
38162,110,50.80126920625668,10.614227133556989,1,Tambach-Dietharz,173613668
34760,220,51.06993601928015,6.965533742474561,1,Station Opladen,22761839
35734,380,51.17158511855271,7.123079428835018,1,Station Halfeshof,33816726
7585,110,51.3687568,7.547759800000001,0,Unnamed,
14677,380,50.2180241,8.6855928,0,Unnamed,
14643,380,50.0821836,8.955571,0,Unnamed,
32190,110,50.2087122,8.7827459,0,Unnamed,
23845,110,50.3641646,8.986651700000001,0,Unnamed,
25929,110,50.207771400000006,8.7789873,0,Unnamed,
34830,220,51.16264600244351,6.828052633409836,1,Station Reisholz,23192640
34970,110,51.24559858099389,6.7076746323143075,1,Unnamed,24479820
36395,110,51.71500556079703,6.46094975696496,1,Station Mehr,54411776
34808,220,51.69464227886543,6.221831906937472,1,Station Pfalzdorf,23084417
35004,380,51.4016067641739,7.505982918763768,1,Garenfeld,24667346
35343,110,51.36413902307338,7.587314727690521,1,Station Letmathe,28631954
38545,110,51.43412095,7.561850450000001,1,Unnamed,235726750
36744,380,50.4056493971955,8.067588089472958,1,Umrichterwerk Limburg,87893370
36334,110,50.406468897924164,8.065794350111554,1,Station Limburg,50898216
37888,110,50.39488403079495,8.817074209152585,1,Unnamed,154801956
37890,110,50.34632752116126,8.763604292486693,1,Umspannwerk,154817333
38349,110,50.32213284378478,8.774160583279409,1,Umspannwerk Friedberg,196653289
37648,110,50.30005320205069,9.409673893804468,1,Umspannwerk Bad Soden,146735116
36079,380,50.08260779176915,8.958708591309906,1,Großkrotzenburg,42410916
3032,220,51.189157400000006,6.879764700000001,0,Unnamed,
2571,380,51.101989700000004,7.400643400000001,0,Unnamed,
1950,380,51.1482882,7.1020982,0,Unnamed,
3271,220,51.1700984,7.1214455,0,Unnamed,
2813,110,51.0581374,7.452396800000001,0,Unnamed,
40167,110,51.194791200000004,6.8095067,0,Unnamed,
8847,110,51.1875233,6.401735100000001,0,Unnamed,
3774,110,51.320990300000005,6.328089500000001,0,Unnamed,
1921,110,51.078602700000005,6.572737,0,Unnamed,
2272,220,50.9912347,6.6731572,0,Unnamed,
2265,220,50.967972700000004,6.8017175000000005,0,Unnamed,
38201,110,51.536196202664115,13.836599096834561,1,Umspannwerk Kostebrau,174506862
38990,110,51.505063789495004,13.907529341467264,1,Umspannwerk Schipkau,678239630
39751,110,51.87376586421888,10.706982429426866,1,Unnamed,238522706
35156,110,49.917297159429516,10.903613180659203,1,Umspannwerk Bamberg-Nord,26315235
35518,110,49.90346591817955,11.311025986900333,1,Umspannwerk Stechendorf,30652853
35033,110,49.92806742632903,10.836015793654536,1,Umspannwerk Oberhaid,24757833
37180,110,50.21332091364199,11.078397036281688,1,Ebersdorf,102824962
37200,110,50.31132560651356,11.116891686028964,1,Neustadt bei Coburg,104238205
40332,220,50.003528035344964,12.277709603718826,1,Umspannwerk Waldsassen,30180155
35195,110,50.73227173467823,10.461409959352073,1,Schmalkalden,26620802
38234,110,50.894117880945245,11.585089948989785,1,Unnamed,175347347
34761,380,51.06993601928015,6.965533742474561,1,Station Opladen,22761839
34759,110,51.06993601928015,6.965533742474561,1,Station Opladen,22761839
35733,110,51.17158511855271,7.123079428835018,1,Station Halfeshof,33816726
25938,110,50.181603,9.1811951,0,Unnamed,
7970,380,50.080376,8.972944,0,Unnamed,
34829,110,51.16264600244351,6.828052633409836,1,Station Reisholz,23192640
37573,110,51.078856066899455,6.621817955588476,1,Unnamed,141161422
37382,110,51.08834705826522,6.823296435943924,1,Station Jussenhoven,116260544
37005,110,51.301112507098075,6.2546001709511305,1,Unnamed,92983998
37125,110,51.76640431414564,6.420604446005458,1,Station Rees,97949455
34807,110,51.69464227886543,6.221831906937472,1,Station Pfalzdorf,23084417
37115,110,51.03672857221181,8.33149915309258,1,Station Berghausen-Berleburg,97822283
37114,110,51.159575621740984,8.295742153705204,1,Station Schmallenberg,97819213
39073,110,51.36647926143278,7.458719395374531,1,Hagen,761565397
38071,110,51.3493818976951,7.407561996116069,1,Haspe,165199225
39168,110,51.39056109290638,7.679714528297813,1,Unnamed,856752234
39085,110,51.433560078633704,7.565967951103096,1,Schwerte,766679143
40092,110,51.444125403237145,7.5569822425065185,1,Umspannwerk Schwerte Nord,256352245
39082,110,51.3872146239724,7.518392816893257,1,Tiegelstraße,766565283
38242,110,51.351069285755784,7.568562570005687,1,Bürgerplatz,175794845
38255,110,50.40582704626756,8.068053600263825,1,Unnamed,177187892
37661,110,50.39255688645153,8.033507638398754,1,Umspannanlage Staffel,147493366
34849,110,50.219750134747336,8.605601303999958,1,Unnamed,23463485
34735,110,50.192462495125845,8.607809037100282,1,Umspannwerk Bommersheim,8102562
40141,380,50.02030117169944,9.04419693642822,1,Umspannanlage Kleinostheim,96431346
36078,220,50.08260779176915,8.958708591309906,1,Großkrotzenburg,42410916
37635,380,50.0866173862831,8.950724372967933,1,Unnamed,145486242
3287,110,51.0537642,6.985168600000001,0,Unnamed,
2422,110,51.0682672,6.9568884,0,Unnamed,
3031,220,51.189451500000004,6.8495254,0,Unnamed,
2572,380,51.0769935,7.4353724,0,Unnamed,
1949,380,51.1249088,7.0783323000000005,0,Unnamed,
13701,110,51.1623395,7.12133,0,Unnamed,
2926,110,51.096173500000006,7.037687300000001,0,Unnamed,
3257,220,51.1482882,7.1020982,0,Unnamed,
2417,110,51.139336,6.9350455,0,Unnamed,
2724,110,51.2280737,6.4614057,0,Unnamed,
2383,110,51.112458800000006,6.5116262,0,Unnamed,
2273,220,50.990323700000005,6.670349300000001,0,Unnamed,
2264,220,50.968686600000005,6.8041691,0,Unnamed,
39766,110,50.999411068825964,12.292730837752357,1,Umspannstation Pöhla,1031511671
38040,110,51.398637292341185,12.188528067692598,1,Unnamed,160251291
37699,110,50.35016916292484,11.199536845027545,1,Köppelsdorf,149050162
37164,110,50.675659783207145,10.119828995636231,1,Zella/Rhön,101292846
39810,110,50.01015418751604,11.244575558247087,1,Umspannwerk Buckendorf,252552826
40327,110,50.026045525362015,10.941367641216509,1,Unterwerk Zapfendorf,264517580
34845,110,50.28055149468724,10.95758573497344,1,Coburg-Neuses,23402841
35391,220,49.63110584983995,12.11438092678556,1,Umspannwerk Etzenricht,29084374
37912,110,50.20968885565356,11.771429868485274,1,Umspannwerk Münchberg 110kV,155904140
35164,110,50.80097019945142,10.222477071225576,1,Bad Salzungen,26436013
40066,110,50.81276751500436,10.204388972419062,1,Leimbach,33095209
10163,110,50.4034939,8.0687888,0,Unnamed,
10960,110,50.4163677,8.052510400000001,0,Unnamed,
14679,380,50.1432213,8.5944289,0,Unnamed,
23958,110,50.16561,8.7485359,0,Unnamed,
7969,380,50.077961,8.975633,0,Unnamed,
36859,110,51.16858801976637,6.738473167879456,1,RWE Umspannanlage,89287238
36794,110,51.002388342258456,6.790562844220092,1,Station Pulheim,88605632
34809,110,50.96624767849495,6.804550264468851,1,Umspannanlage Brauweiler,23084554
37366,110,51.08690669983977,6.832933767805228,1,Station Dormagen,114697080
34811,380,50.96624767849495,6.804550264468851,1,Umspannanlage Brauweiler,23084554
36966,110,51.37056156209445,6.436154794229208,1,Station Kempen,92356649
39084,110,51.34502702917962,7.4162753599261695,1,Kölner Straße,766679136
38954,110,51.38245352152345,7.695927381108344,1,Iserlohn,623863197
40130,110,51.4379581676214,7.536848445363715,1,Holzen,1222217180
39086,110,51.35686098583379,7.5192950401800855,1,Donnerkuhle,766680947
36678,110,51.34736578974849,7.597629055653729,1,Oege,84193263
34881,110,50.22147119585852,8.755636114111157,1,Unnamed,23757638
37886,110,50.40825010744739,9.0018803385706,1,Unnamed,154787763
35184,110,50.27972485510647,8.765479866585087,1,Umspannwerk Wöllstadt,26554695
35271,110,50.227758155960494,8.691675534725002,1,Unnamed,27815319
36053,110,50.17128538700232,9.115338094183238,1,Niedermittlau,41590971
36081,220,50.08601575066757,8.954644163142357,1,Kraftwerkseinspeisung Staudinger,42411962
36077,110,50.08260779176915,8.958708591309906,1,Großkrotzenburg,42410916
38327,380,50.08698783856528,8.952765887981995,1,Unnamed,193674783
1789,110,51.0416089,6.8381183000000005,0,Unnamed,
3640,110,51.6591669,6.2515517,0,Unnamed,
12280,110,51.0010617,8.2855848,0,Unnamed,
3649,220,51.412859600000004,7.453429300000001,0,Unnamed,
11347,380,50.7547197,7.8899629000000004,0,Unnamed,
10402,380,50.3853396,7.6420633,0,Unnamed,
10164,110,50.398565700000006,8.0842469,0,Unnamed,
40050,110,50.29557029442126,11.054095969092831,1,Umspannwerk Mönchröden,168634432
35392,380,49.63110584983995,12.11438092678556,1,Umspannwerk Etzenricht,29084374
35390,110,49.63110584983995,12.11438092678556,1,Umspannwerk Etzenricht,29084374
37558,110,50.88668836115953,11.599985550310238,1,Umspannwerk Jena-Göschwitz,139270107
34764,220,51.037602504526,6.9759298273874375,1,Station Dhünnaue,22764922
40119,110,51.20105146731567,6.7082984180299325,0,Unnamed,
1788,110,50.990327900000004,6.842679800000001,0,Unnamed,
2300,110,50.975394400000006,6.6974045,0,Unnamed,
38681,110,51.07407476313481,12.315482921891707,1,Umspannwerk Meuselwitz,299530531
34905,110,51.37656238744368,12.345725220976494,1,Umspannwerk Leipzig Nord,24055189
35835,110,51.345597354015766,12.302320489720277,1,Böhlitz-Ehrenberg,36807566
35748,110,50.11334607174538,11.463556719884723,1,Umspannwerk Kulmbach-Blaich,34348798
37500,110,50.188312091700325,10.830008397153657,1,Umspannwerk Seßlach,134148054
36262,110,50.06230257687122,10.951352386163615,1,Ebensfeld,47800489
35370,380,49.2974951646606,12.082217467816522,1,Schwandorf,28956649
39421,110,49.63196643477609,12.114240452953053,1,Umspannwerk Etzenricht,1089568376
39420,220,49.6310409093979,12.117056106374422,1,Umspannwerk Etzenricht,1089568373
35750,110,50.22533235608346,11.945428831500028,1,Schwarzenbach an der Saale,34381721
37879,110,50.48037360342327,11.298360129051138,1,Tettau,154538013
40058,220,51.028766828227056,6.975772490727008,1,Unnamed,1118059105
