bus_id,capacity_mw,plant_count,carrier
35531.0,21.118515999999993,2131,solar
35533.0,94.49610700000002,3850,solar
35534.0,61.280155,2147,solar
35535.0,37.48108800000003,605,solar
35536.0,0.465269,123,solar
35538.0,17.070999999999984,2641,solar
35539.0,46.14392500000002,1617,solar
35540.0,9.257310999999998,590,solar
35543.0,27.559337999999997,692,solar
35545.0,25.34057599999999,2353,solar
35546.0,23.694951000000007,527,solar
35547.0,49.52528200000002,2254,solar
35548.0,95.20481000000002,4859,solar
35549.0,38.519592,671,solar
35550.0,29.983605000000008,117,solar
35551.0,13.03328600000001,362,solar
35552.0,25.690243000000002,1655,solar
35554.0,76.198518,4239,solar
35555.0,61.22229100000002,3759,solar
35556.0,100.24346999999995,5078,solar
35558.0,23.252764999999993,1701,solar
35561.0,76.88155500000002,4486,solar
35562.0,10.142242999999993,1162,solar
35563.0,6.501855,329,solar
35566.0,77.83924400000001,5163,solar
35567.0,24.469713,1580,solar
35568.0,31.755113000000055,2527,solar
35569.0,15.429265000000001,1338,solar
35572.0,21.668358000000023,1564,solar
35574.0,28.936944999999998,1349,solar
35577.0,12.355538999999997,1386,solar
35578.0,36.52880400000002,2395,solar
35580.0,81.80891099999964,6754,solar
35581.0,8.790356,758,solar
35582.0,9.484449999999994,921,solar
35583.0,16.219636,929,solar
35584.0,17.801616000000006,1055,solar
35585.0,7.518009999999998,677,solar
35586.0,64.088564,2174,solar
35588.0,19.366800999999995,1323,solar
35589.0,44.53965099999996,2622,solar
35590.0,35.95810600000002,3251,solar
35593.0,13.263472999999987,1820,solar
35595.0,34.31425100000002,3459,solar
35596.0,5.953307999999999,716,solar
35598.0,48.61472499999999,1875,solar
35599.0,73.670778,3552,solar
35601.0,5.721041999999996,530,solar
35602.0,12.806259000000006,903,solar
35603.0,38.992228000000054,3965,solar
35604.0,35.98048700000005,2215,solar
35605.0,20.828771000000003,1204,solar
35606.0,20.180094000000043,957,solar
35607.0,11.550391,567,solar
35609.0,21.452509999999997,1761,solar
35610.0,8.313269999999997,854,solar
35612.0,3.416535,275,solar
35613.0,17.670557999999993,1059,solar
35615.0,2.3952910000000003,281,solar
35619.0,17.751222000000002,599,solar
35621.0,12.656944999999997,656,solar
35624.0,13.569603,1412,solar
35625.0,13.859468999999997,894,solar
35626.0,0.6997250000000003,158,solar
35630.0,19.891510999999987,2076,solar
35631.0,36.14339500000001,2028,solar
35633.0,37.570555000000006,4311,solar
35635.0,11.321035999999992,1346,solar
35636.0,10.754479999999994,1105,solar
35637.0,21.620679000000003,1329,solar
35638.0,4.1794009999999995,814,solar
35639.0,1.271663,151,solar
35641.0,18.957298000000005,1741,solar
35642.0,18.373395999999993,863,solar
35644.0,26.13829000000001,1272,solar
35645.0,50.362853000000015,3924,solar
35646.0,0.6634990000000001,66,solar
35647.0,29.163956000000017,3312,solar
35648.0,30.79982800000004,3071,solar
35649.0,25.02738000000003,1745,solar
35650.0,12.537446999999997,855,solar
35651.0,12.398273000000003,1107,solar
35652.0,5.197963,429,solar
35656.0,17.060205999999994,1559,solar
35658.0,16.019896000000013,1028,solar
35659.0,43.78201800000006,3520,solar
35662.0,23.301724999999998,1341,solar
35663.0,16.68870300000004,1661,solar
35664.0,18.669863000000024,920,solar
35665.0,9.606340000000003,1094,solar
35668.0,36.962146000000075,3329,solar
35671.0,27.619300999999986,4079,solar
35672.0,19.978011000000002,1740,solar
35675.0,5.529838,440,solar
35676.0,10.736778000000003,473,solar
35680.0,12.125210999999995,1601,solar
