,mean_loading_pct,max_loading_pct,s_nom,v_nom
33321,0.29641802083333335,0.900269423076923,520.0,110.0
33322,2.981895707532052,5.645618076923077,520.0,110.0
33323,10.422763950884544,16.717791061452516,3580.0,380.0
33324,16.772812924679485,26.865848076923076,520.0,110.0
33325,15.119474423076923,31.02849807692307,520.0,110.0
33326,21.659612019230767,30.23738173076923,1040.0,220.0
33327,29.684769134615383,37.330735,260.0,110.0
33328,4.504211506410257,5.63823,260.0,110.0
33329,2.9022471231570512,9.080449230769231,520.0,110.0
33330,12.577496506410256,18.86416,520.0,110.0
33331,2.136618037660256,6.300294038461539,520.0,110.0
33332,10.829229168589743,23.969488076923078,260.0,110.0
