bus_id,v_nom,x,y,country,line_count
40048,220,9.17751868593219,48.90561152460441,DE,1
40131,220,11.308900672161002,48.09819287047117,DE,1
40143,220,7.051871430077328,50.00826624791083,DE,1
40180,220,8.020074654415618,50.79328066182069,DE,1
40270,220,10.058592920921544,54.32199304719352,DE,1
40283,220,8.37063468565122,49.03986747388756,DE,1
40332,220,12.277709603718826,50.00352803534496,DE,1
40347,220,6.951598213584674,49.66456120897676,DE,1
662,380,6.0399276,51.0987664,NL,1
6980,380,13.84553,52.926839,DE,1
6982,380,13.8793518,52.932586,DE,1
8718,380,7.1311207,53.1498494,NL,1
11872,380,7.5224482,47.6572795,FR,1
14438,380,8.225903200000001,47.5976912,CH,1
14889,380,8.046708,47.5531799,CH,1
15197,380,8.0462442,47.5529987,CH,1
17890,380,9.5385056,51.067303,DE,1
17891,380,9.5171984,51.11052170000001,DE,1
17902,380,9.8574669,51.4912713,DE,1
19949,380,8.566176800000001,49.4277333,DE,1
19951,380,8.544441500000001,49.4515654,DE,1
22526,380,9.3220791,54.8058284,DK,1
35130,380,11.004926189330016,50.507435147713934,DE,1
37635,380,8.950724372967933,50.0866173862831,DE,1
37984,380,7.319522033367656,52.472760575877,DE,1
38327,380,8.952765887981995,50.08698783856528,DE,1
38339,380,8.306259498238198,49.01300223800699,DE,1
38378,380,10.976033923790732,52.169792267016106,DE,1
38445,380,7.93694056135971,47.6491134804878,DE,1
38635,380,8.304462316862512,49.011544227266064,DE,1
38638,380,8.412356737991614,49.71026613701903,DE,1
38661,380,12.85381530378627,48.76420944481775,DE,1
39012,380,12.374685967762682,51.18091024621836,DE,1
39174,380,6.452760310890879,50.87178889638323,DE,1
39207,380,7.908705137768472,48.50178996803233,DE,1
39299,380,8.529262960528367,52.96657153135735,DE,1
39511,380,8.99593298276418,52.37910431522246,DE,1
39918,380,13.3263229,52.514213899087686,DE,1
39924,380,6.996551305453788,51.53059833429394,DE,1
39951,380,11.587574812555598,48.76771402471504,DE,1
39952,380,13.37877496070384,52.50763093458509,DE,1
39966,380,9.207907191933382,49.18053225435716,DE,1
40013,380,13.229703230737426,52.53010344993783,DE,1
40029,380,13.259024999273397,52.53663865537543,DE,1
40044,380,6.983372962587734,51.53477823001397,DE,1
40081,380,8.627946899999987,50.084822449433176,DE,1
40104,380,9.214810265460686,49.163437577267935,DE,1
40139,380,10.738818068242232,48.55034047111617,DE,1
40141,380,9.04419693642822,50.02030117169944,DE,1
40146,380,8.11318066232699,49.76318533869487,DE,1
40151,380,8.641056720657804,50.111035609884645,DE,1
40155,380,8.671948670133204,50.12918657332008,DE,1
40168,380,9.195896250000002,49.15494904965404,DE,1
40179,380,8.71182721518434,50.11059463976686,DE,1
40198,380,8.63737789284308,52.1032728272453,DE,1
40202,380,8.758178436234262,48.14775156016128,DE,1
40227,380,8.691568777534599,50.09850543791274,DE,1
40235,380,13.944067362334868,50.98098722131877,DE,1
40257,380,8.702162384481502,50.1454777644007,DE,1
40295,380,8.202881855162024,49.70003376452989,DE,1
40310,380,6.869586049999997,49.74247099951189,DE,1
40311,380,11.716355282094874,50.524626338128506,DE,1
40328,380,13.4035383047227,51.29236468525841,DE,1
40345,380,9.04564921195538,49.13788603243776,DE,1
40349,380,12.876404276581262,53.70764054130952,DE,1
40361,380,13.319196934796407,51.19219550550339,DE,1
40365,380,14.063963519524217,51.381790229014655,DE,1
40372,380,8.2289285147645,49.47144999008979,DE,1
40375,380,9.183814374453997,54.52414481289809,DE,1
40383,380,11.365045300662963,48.407075598046696,DE,1
